ID_Transacao;Data;Cliente;Produto_Servico;Categoria;Quantidade;Valor_Unitario;Custo_Unitario;Qtd_Parcelas;Canal_Venda;Status
PRG-202605-077;15/05/2026;Tech Soluções Globais;PragmaSecurity Gateway;Software;5;890,0;226,35;6;Parceiros B2B;Pago
PRG-202605-078;01/05/2026;Varejo Total S.A.;Suporte Técnico Premium;Serviço;1;400,0;128,8;2;Venda Direta;Pago
PRG-202605-079;11/05/2026;Logística Express Brasil;Suporte Técnico Premium;Serviço;2;400,0;116,1;6;E-commerce;Pago
PRG-202605-080;27/05/2026;Nova Era Digital;Consultoria de Processos TI;Serviço;1;3200,0;1391,69;12;Venda Direta;Cancelado
PRG-202605-081;12/05/2026;Logística Express Brasil;PragmaCloud Pro;Software;1;450,0;157,63;2;Venda Direta;Pendente
PRG-202605-082;20/05/2026;Tech Soluções Globais;PragmaAnalytics Enterprise;Software;2;1250,0;397,88;1;Parceiros B2B;Pendente
PRG-202605-083;15/05/2026;Banco Inova S.A.;Consultoria de Processos TI;Serviço;1;3200,0;1429,65;1;Venda Direta;Cancelado
PRG-202605-084;04/05/2026;Meta Metais;PragmaCloud Pro;Software;3;450,0;152,27;6;E-commerce;Pendente
PRG-202605-085;07/05/2026;Varejo Total S.A.;PragmaSecurity Gateway;Software;2;890,0;230,1;3;Parceiros B2B;Pago
PRG-202605-086;04/05/2026;Meta Metais;PragmaCloud Pro;Software;3;450,0;150,98;3;Venda Direta;Pago
PRG-202605-087;11/05/2026;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;2;400,0;110,53;3;Parceiros B2B;Pendente
PRG-202605-088;15/05/2026;Tech Soluções Globais;Suporte Técnico Premium;Serviço;1;400,0;125,61;3;Parceiros B2B;Pago
PRG-202605-089;18/05/2026;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;2;400,0;127,82;12;E-commerce;Pago
PRG-202605-090;08/05/2026;Varejo Total S.A.;Consultoria de Processos TI;Serviço;2;3200,0;1328,28;6;Parceiros B2B;Pago
PRG-202605-091;13/05/2026;Construtora Horizonte;PragmaCloud Pro;Software;4;450,0;160,53;2;E-commerce;Pago
PRG-202605-092;26/05/2026;Banco Inova S.A.;Consultoria de Processos TI;Serviço;2;3200,0;1506,49;3;Parceiros B2B;Pago
PRG-202605-093;31/05/2026;Logística Express Brasil;PragmaCloud Pro;Software;2;450,0;156,6;6;Parceiros B2B;Pago
PRG-202605-094;23/05/2026;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;2;400,0;127,03;1;E-commerce;Pago
PRG-202605-095;23/05/2026;Logística Express Brasil;Consultoria de Processos TI;Serviço;2;3200,0;1392,51;12;E-commerce;Pago
PRG-202605-096;24/05/2026;Rede de Farmácias Viva;Consultoria de Processos TI;Serviço;2;3200,0;1456,8;3;E-commerce;Pago
PRG-202605-097;04/05/2026;Logística Express Brasil;Consultoria de Processos TI;Serviço;1;3200,0;1468,01;2;Venda Direta;Pago
PRG-202605-098;16/05/2026;Banco Inova S.A.;PragmaSecurity Gateway;Software;5;890,0;254,84;1;Venda Direta;Pago
PRG-202605-099;12/05/2026;Tech Soluções Globais;Consultoria de Processos TI;Serviço;1;3200,0;1458,25;2;E-commerce;Pago
PRG-202605-100;02/05/2026;Rede de Farmácias Viva;Consultoria de Processos TI;Serviço;1;3200,0;1438,6;6;Venda Direta;Pendente
PRG-202605-101;19/05/2026;Banco Inova S.A.;Suporte Técnico Premium;Serviço;2;400,0;118,57;2;Venda Direta;Pago
PRG-202605-102;28/05/2026;Global Alimentos S.A.;PragmaCloud Pro;Software;1;450,0;147,02;1;Parceiros B2B;Pago
PRG-202605-103;02/05/2026;Tech Soluções Globais;PragmaAnalytics Enterprise;Software;5;1250,0;435,93;1;Venda Direta;Pago
PRG-202605-104;25/05/2026;Nova Era Digital;PragmaSecurity Gateway;Software;5;890,0;264,54;2;Parceiros B2B;Pago
PRG-202605-105;30/05/2026;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;2;3200,0;1345,51;12;Venda Direta;Pago
PRG-202605-106;24/05/2026;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;2;1250,0;381,17;1;Venda Direta;Pago
PRG-202605-107;18/05/2026;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;1;1250,0;392,68;12;E-commerce;Pago
PRG-202605-108;08/05/2026;Banco Inova S.A.;Consultoria de Processos TI;Serviço;2;3200,0;1279,93;2;E-commerce;Pago
PRG-202605-109;21/05/2026;Meta Metais;PragmaAnalytics Enterprise;Software;4;1250,0;369,18;2;Parceiros B2B;Pago
PRG-202605-110;09/05/2026;Tech Soluções Globais;PragmaCloud Pro;Software;1;450,0;139,98;3;Parceiros B2B;Pago
PRG-202605-111;19/05/2026;Banco Inova S.A.;Suporte Técnico Premium;Serviço;1;400,0;119,25;3;Parceiros B2B;Pago
PRG-202605-112;09/05/2026;Rede de Farmácias Viva;PragmaSecurity Gateway;Software;4;890,0;246,89;12;Venda Direta;Pendente
PRG-202605-113;24/05/2026;Construtora Horizonte;PragmaSecurity Gateway;Software;3;890,0;226,29;2;Parceiros B2B;Pendente
PRG-202605-114;19/05/2026;Meta Metais;PragmaCloud Pro;Software;3;450,0;152,29;2;E-commerce;Pago
PRG-202605-115;15/05/2026;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;5;1250,0;394,87;6;Venda Direta;Pago
PRG-202605-116;14/05/2026;Construtora Horizonte;Consultoria de Processos TI;Serviço;1;3200,0;1500,17;3;E-commerce;Pago
PRG-202605-117;10/05/2026;Nova Era Digital;PragmaSecurity Gateway;Software;1;890,0;247,74;3;E-commerce;Pago
PRG-202605-118;25/05/2026;Nova Era Digital;PragmaSecurity Gateway;Software;1;890,0;257,88;12;E-commerce;Pago
PRG-202605-119;07/05/2026;Rede de Farmácias Viva;Consultoria de Processos TI;Serviço;2;3200,0;1435,11;1;Venda Direta;Pago
PRG-202605-120;05/05/2026;Banco Inova S.A.;Suporte Técnico Premium;Serviço;2;400,0;110,91;12;Venda Direta;Pago
PRG-202605-121;10/05/2026;Rede de Farmácias Viva;PragmaCloud Pro;Software;5;450,0;147,24;2;Venda Direta;Pago
PRG-202605-122;04/05/2026;Tech Soluções Globais;Suporte Técnico Premium;Serviço;2;400,0;120,21;3;E-commerce;Pendente
PRG-202605-123;16/05/2026;Logística Express Brasil;Suporte Técnico Premium;Serviço;1;400,0;117,21;12;Parceiros B2B;Pago
PRG-202605-124;05/05/2026;Varejo Total S.A.;Consultoria de Processos TI;Serviço;2;3200,0;1355,17;12;E-commerce;Pendente
PRG-202605-125;10/05/2026;Banco Inova S.A.;PragmaSecurity Gateway;Software;5;890,0;274,95;6;Venda Direta;Pago
PRG-202605-126;16/05/2026;Construtora Horizonte;Consultoria de Processos TI;Serviço;2;3200,0;1387,5;3;Venda Direta;Cancelado
PRG-202605-127;08/05/2026;Meta Metais;Suporte Técnico Premium;Serviço;1;400,0;128,54;6;Venda Direta;Pago
PRG-202605-128;16/05/2026;Nova Era Digital;Suporte Técnico Premium;Serviço;1;400,0;119,89;1;Venda Direta;Pago
PRG-202605-129;19/05/2026;Construtora Horizonte;PragmaCloud Pro;Software;4;450,0;137,99;6;Venda Direta;Pago
PRG-202605-130;14/05/2026;Tech Soluções Globais;PragmaCloud Pro;Software;4;450,0;158,45;3;E-commerce;Pago
PRG-202605-131;13/05/2026;Varejo Total S.A.;Consultoria de Processos TI;Serviço;2;3200,0;1527,16;6;Parceiros B2B;Pago
PRG-202605-132;03/05/2026;Logística Express Brasil;Consultoria de Processos TI;Serviço;1;3200,0;1469,09;6;Venda Direta;Pago
PRG-202605-133;23/05/2026;Varejo Total S.A.;Suporte Técnico Premium;Serviço;1;400,0;124,66;1;Venda Direta;Pago
PRG-202605-134;02/05/2026;Banco Inova S.A.;Consultoria de Processos TI;Serviço;2;3200,0;1380,59;2;Parceiros B2B;Pago
PRG-202605-135;22/05/2026;Tech Soluções Globais;PragmaAnalytics Enterprise;Software;2;1250,0;366,32;6;Parceiros B2B;Pago
PRG-202605-136;16/05/2026;Meta Metais;PragmaAnalytics Enterprise;Software;2;1250,0;396,89;3;E-commerce;Pago
PRG-202605-137;01/05/2026;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;1;3200,0;1280,68;3;Parceiros B2B;Pago
PRG-202605-138;31/05/2026;Nova Era Digital;Consultoria de Processos TI;Serviço;2;3200,0;1496,69;2;E-commerce;Pendente
PRG-202605-139;04/05/2026;Logística Express Brasil;Suporte Técnico Premium;Serviço;2;400,0;121,8;3;Venda Direta;Cancelado
PRG-202605-140;22/05/2026;Nova Era Digital;Consultoria de Processos TI;Serviço;1;3200,0;1418,46;1;Parceiros B2B;Pago
PRG-202605-141;27/05/2026;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;5;1250,0;424,15;2;Parceiros B2B;Pago
PRG-202605-142;09/05/2026;Tech Soluções Globais;PragmaCloud Pro;Software;1;450,0;144,27;6;Venda Direta;Pago
PRG-202605-143;24/05/2026;Tech Soluções Globais;PragmaCloud Pro;Software;3;450,0;144,8;6;Venda Direta;Pago
PRG-202605-144;26/05/2026;Rede de Farmácias Viva;Consultoria de Processos TI;Serviço;2;3200,0;1492,53;3;E-commerce;Cancelado
PRG-202605-145;10/05/2026;Construtora Horizonte;PragmaCloud Pro;Software;4;450,0;163,89;2;Venda Direta;Pendente
PRG-202605-146;24/05/2026;Nova Era Digital;PragmaSecurity Gateway;Software;3;890,0;229,52;6;Venda Direta;Pago
PRG-202605-147;04/05/2026;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;2;3200,0;1423,68;3;Venda Direta;Pago
PRG-202605-148;16/05/2026;Indústrias Alfa Ltda;PragmaSecurity Gateway;Software;5;890,0;241,4;12;Venda Direta;Pago
PRG-202605-149;21/05/2026;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;2;3200,0;1292,67;1;Venda Direta;Pago
PRG-202605-150;16/05/2026;Varejo Total S.A.;PragmaCloud Pro;Software;2;450,0;161,62;2;E-commerce;Pago
