ID_Transacao;Data;Cliente;Produto_Servico;Categoria;Quantidade;Valor_Unitario;Custo_Unitario;Qtd_Parcelas;Canal_Venda;Status
PRG-202604-033;24/04/2026;Rede de Farmácias Viva;Suporte Técnico Premium;Serviço;1;400,00;112,56;2;Venda Direta;Pago
PRG-202604-034;18/04/2026;Indústrias Alfa Ltda;Consultoria de Processos TI;Serviço;1;3200,00;1274,04;6;Parceiros B2B;Pendente
PRG-202604-035;17/04/2026;Tech Soluções Globais;PragmaCloud Pro;Software;5;450,00;137,40;2;Venda Direta;Pago
PRG-202604-036;22/04/2026;Logística Express Brasil;Suporte Técnico Premium;Serviço;1;400,00;130,60;12;Venda Direta;Pago
PRG-202604-037;02/04/2026;Meta Metais;PragmaCloud Pro;Software;4;450,00;154,72;12;Parceiros B2B;Pago
PRG-202604-038;09/04/2026;Logística Express Brasil;Consultoria de Processos TI;Serviço;1;3200,00;1334,37;2;Parceiros B2B;Pago
PRG-202604-039;15/04/2026;Construtora Horizonte;PragmaCloud Pro;Software;1;450,00;148,75;12;Venda Direta;Pago
PRG-202604-040;07/04/2026;Rede de Farmácias Viva;Consultoria de Processos TI;Serviço;1;3200,00;1521,31;1;Venda Direta;Pago
PRG-202604-041;06/04/2026;Global Alimentos S.A.;PragmaSecurity Gateway;Software;3;890,00;255,58;12;Venda Direta;Pago
PRG-202604-042;18/04/2026;Banco Inova S.A.;PragmaCloud Pro;Software;2;450,00;142,93;1;Parceiros B2B;Pago
PRG-202604-043;09/04/2026;Banco Inova S.A.;PragmaSecurity Gateway;Software;2;890,00;260,88;2;Parceiros B2B;Pago
PRG-202604-044;09/04/2026;Rede de Farmácias Viva;Suporte Técnico Premium;Serviço;2;400,00;129,73;1;Venda Direta;Pago
PRG-202604-045;27/04/2026;Banco Inova S.A.;PragmaCloud Pro;Software;1;450,00;145,01;2;Parceiros B2B;Cancelado
PRG-202604-046;06/04/2026;Global Alimentos S.A.;PragmaSecurity Gateway;Software;4;890,00;253,05;1;Venda Direta;Pendente
PRG-202604-047;23/04/2026;Tech Soluções Globais;PragmaSecurity Gateway;Software;1;890,00;266,73;12;Parceiros B2B;Pago
PRG-202604-048;05/04/2026;Indústrias Alfa Ltda;Consultoria de Processos TI;Serviço;2;3200,00;1511,71;1;E-commerce;Pago
PRG-202604-049;08/04/2026;Varejo Total S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1532,67;2;Venda Direta;Pendente
PRG-202604-050;26/04/2026;Tech Soluções Globais;Suporte Técnico Premium;Serviço;1;400,00;112,30;3;E-commerce;Pago
PRG-202604-051;28/04/2026;Logística Express Brasil;Consultoria de Processos TI;Serviço;1;3200,00;1480,46;1;E-commerce;Pendente
PRG-202604-052;28/04/2026;Global Alimentos S.A.;PragmaAnalytics Enterprise;Software;2;1250,00;425,33;6;E-commerce;Pago
PRG-202604-053;26/04/2026;Logística Express Brasil;PragmaAnalytics Enterprise;Software;1;1250,00;412,80;6;E-commerce;Pago
PRG-202604-054;03/04/2026;Banco Inova S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1450,27;12;E-commerce;Pendente
PRG-202604-055;04/04/2026;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;5;1250,00;437,00;3;Venda Direta;Pago
PRG-202604-056;14/04/2026;Construtora Horizonte;Consultoria de Processos TI;Serviço;2;3200,00;1429,74;12;Venda Direta;Pago
PRG-202604-057;19/04/2026;Logística Express Brasil;Consultoria de Processos TI;Serviço;1;3200,00;1458,46;1;Parceiros B2B;Pendente
PRG-202604-058;18/04/2026;Logística Express Brasil;Consultoria de Processos TI;Serviço;2;3200,00;1279,59;3;Parceiros B2B;Pago
PRG-202604-059;28/04/2026;Varejo Total S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1446,73;3;E-commerce;Pago
PRG-202604-060;18/04/2026;Tech Soluções Globais;PragmaAnalytics Enterprise;Software;4;1250,00;413,19;6;Parceiros B2B;Pago
PRG-202604-061;06/04/2026;Meta Metais;PragmaSecurity Gateway;Software;3;890,00;245,30;1;E-commerce;Pago
PRG-202604-062;14/04/2026;Meta Metais;PragmaSecurity Gateway;Software;3;890,00;248,25;6;Parceiros B2B;Pago
PRG-202604-063;16/04/2026;Tech Soluções Globais;PragmaCloud Pro;Software;3;450,00;150,46;12;E-commerce;Pago
PRG-202604-064;25/04/2026;Logística Express Brasil;Consultoria de Processos TI;Serviço;1;3200,00;1485,84;2;Venda Direta;Pago
PRG-202604-065;16/04/2026;Meta Metais;PragmaCloud Pro;Software;4;450,00;147,43;12;Venda Direta;Pago
PRG-202604-066;13/04/2026;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;1;400,00;111,54;1;Venda Direta;Pago
PRG-202604-067;08/04/2026;Tech Soluções Globais;PragmaSecurity Gateway;Software;4;890,00;227,51;2;Venda Direta;Pago
PRG-202604-068;26/04/2026;Global Alimentos S.A.;PragmaSecurity Gateway;Software;5;890,00;254,77;6;Parceiros B2B;Pago
PRG-202604-069;29/04/2026;Rede de Farmácias Viva;Suporte Técnico Premium;Serviço;2;400,00;129,53;6;E-commerce;Pago
PRG-202604-070;08/04/2026;Banco Inova S.A.;PragmaSecurity Gateway;Software;4;890,00;256,34;3;E-commerce;Pago
PRG-202604-071;10/04/2026;Logística Express Brasil;Consultoria de Processos TI;Serviço;2;3200,00;1349,52;12;Venda Direta;Pago
PRG-202604-072;08/04/2026;Nova Era Digital;PragmaAnalytics Enterprise;Software;2;1250,00;365,14;6;E-commerce;Pago
PRG-202604-073;14/04/2026;Indústrias Alfa Ltda;PragmaAnalytics Enterprise;Software;4;1250,00;391,16;12;Parceiros B2B;Pago
PRG-202604-074;29/04/2026;Meta Metais;Suporte Técnico Premium;Serviço;2;400,00;108,14;3;E-commerce;Pago
PRG-202604-075;28/04/2026;Nova Era Digital;PragmaSecurity Gateway;Software;5;890,00;264,99;2;E-commerce;Pago
PRG-202604-076;14/04/2026;Global Alimentos S.A.;PragmaCloud Pro;Software;4;450,00;145,08;6;Parceiros B2B;Pago
PRG-202604-077;15/04/2026;Tech Soluções Globais;PragmaSecurity Gateway;Software;5;890,00;226,35;6;Parceiros B2B;Pago
PRG-202604-078;01/04/2026;Varejo Total S.A.;Suporte Técnico Premium;Serviço;1;400,00;128,80;2;Venda Direta;Pago
PRG-202604-079;11/04/2026;Logística Express Brasil;Suporte Técnico Premium;Serviço;2;400,00;116,10;6;E-commerce;Pago
PRG-202604-080;27/04/2026;Nova Era Digital;Consultoria de Processos TI;Serviço;1;3200,00;1391,69;12;Venda Direta;Cancelado
PRG-202604-081;12/04/2026;Logística Express Brasil;PragmaCloud Pro;Software;1;450,00;157,63;2;Venda Direta;Pendente
PRG-202604-082;20/04/2026;Tech Soluções Globais;PragmaAnalytics Enterprise;Software;2;1250,00;397,88;1;Parceiros B2B;Pendente
PRG-202604-083;15/04/2026;Banco Inova S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1429,65;1;Venda Direta;Cancelado
PRG-202604-084;04/04/2026;Meta Metais;PragmaCloud Pro;Software;3;450,00;152,27;6;E-commerce;Pendente
PRG-202604-085;07/04/2026;Varejo Total S.A.;PragmaSecurity Gateway;Software;2;890,00;230,10;3;Parceiros B2B;Pago
PRG-202604-086;04/04/2026;Meta Metais;PragmaCloud Pro;Software;3;450,00;150,98;3;Venda Direta;Pago
PRG-202604-087;11/04/2026;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;2;400,00;110,53;3;Parceiros B2B;Pendente
PRG-202604-088;15/04/2026;Tech Soluções Globais;Suporte Técnico Premium;Serviço;1;400,00;125,61;3;Parceiros B2B;Pago
PRG-202604-089;18/04/2026;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;2;400,00;127,82;12;E-commerce;Pago
PRG-202604-090;08/04/2026;Varejo Total S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1328,28;6;Parceiros B2B;Pago
PRG-202604-091;13/04/2026;Construtora Horizonte;PragmaCloud Pro;Software;4;450,00;160,53;2;E-commerce;Pago
PRG-202604-092;26/04/2026;Banco Inova S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1506,49;3;Parceiros B2B;Pago
PRG-202604-093;07/04/2026;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;4;1250,00;399,09;2;Parceiros B2B;Pago
PRG-202604-094;23/04/2026;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;1;400,00;110,23;2;E-commerce;Pago
PRG-202604-095;10/04/2026;Meta Metais;Consultoria de Processos TI;Serviço;2;3200,00;1414,97;3;E-commerce;Cancelado
PRG-202604-096;18/04/2026;Construtora Horizonte;Consultoria de Processos TI;Serviço;2;3200,00;1335,86;3;Venda Direta;Pago
PRG-202604-097;07/04/2026;Construtora Horizonte;PragmaCloud Pro;Software;5;450,00;163,53;2;Venda Direta;Pago
PRG-202604-098;16/04/2026;Banco Inova S.A.;PragmaSecurity Gateway;Software;5;890,00;254,84;1;Venda Direta;Pago
PRG-202604-099;12/04/2026;Tech Soluções Globais;Consultoria de Processos TI;Serviço;1;3200,00;1458,25;2;E-commerce;Pago
PRG-202604-100;02/04/2026;Rede de Farmácias Viva;Consultoria de Processos TI;Serviço;1;3200,00;1438,60;6;Venda Direta;Pendente
PRG-202604-101;19/04/2026;Banco Inova S.A.;Suporte Técnico Premium;Serviço;2;400,00;118,57;2;Venda Direta;Pago
PRG-202604-102;28/04/2026;Global Alimentos S.A.;PragmaCloud Pro;Software;1;450,00;147,02;1;Parceiros B2B;Pago
PRG-202604-103;02/04/2026;Tech Soluções Globais;PragmaAnalytics Enterprise;Software;5;1250,00;435,93;1;Venda Direta;Pago
PRG-202604-104;25/04/2026;Nova Era Digital;PragmaSecurity Gateway;Software;5;890,00;264,54;2;Parceiros B2B;Pago
PRG-202604-105;30/04/2026;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1345,51;12;Venda Direta;Pago
PRG-202604-106;24/04/2026;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;2;1250,00;381,17;1;Venda Direta;Pago
PRG-202604-107;18/04/2026;Varejo Total S.A.;PragmaAnalytics Enterprise;Software;1;1250,00;392,68;12;E-commerce;Pago
PRG-202604-108;08/04/2026;Banco Inova S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1279,93;2;E-commerce;Pago
PRG-202604-109;21/04/2026;Meta Metais;PragmaAnalytics Enterprise;Software;4;1250,00;369,18;2;Parceiros B2B;Pago
PRG-202604-110;09/04/2026;Tech Soluções Globais;PragmaCloud Pro;Software;1;450,00;139,98;3;Parceiros B2B;Pago
PRG-202604-111;19/04/2026;Banco Inova S.A.;Suporte Técnico Premium;Serviço;1;400,00;119,25;3;Parceiros B2B;Pago
PRG-202604-112;09/04/2026;Rede de Farmácias Viva;PragmaSecurity Gateway;Software;4;890,00;246,89;12;Venda Direta;Pendente
PRG-202604-113;24/04/2026;Construtora Horizonte;PragmaSecurity Gateway;Software;3;890,00;226,29;2;Parceiros B2B;Pendente
PRG-202604-114;19/04/2026;Meta Metais;PragmaCloud Pro;Software;3;450,00;152,29;2;E-commerce;Pago
PRG-202604-115;15/04/2026;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;5;1250,00;394,87;6;Venda Direta;Pago
PRG-202604-116;14/04/2026;Construtora Horizonte;Consultoria de Processos TI;Serviço;1;3200,00;1500,17;3;E-commerce;Pago
PRG-202604-117;10/04/2026;Nova Era Digital;PragmaSecurity Gateway;Software;1;890,00;247,74;3;E-commerce;Pago
PRG-202604-118;25/04/2026;Nova Era Digital;PragmaSecurity Gateway;Software;1;890,00;257,88;12;E-commerce;Pago
PRG-202604-119;07/04/2026;Rede de Farmácias Viva;Consultoria de Processos TI;Serviço;2;3200,00;1435,11;1;Venda Direta;Pago
PRG-202604-120;05/04/2026;Banco Inova S.A.;Suporte Técnico Premium;Serviço;2;400,00;110,91;12;Venda Direta;Pago
PRG-202604-121;10/04/2026;Rede de Farmácias Viva;PragmaCloud Pro;Software;5;450,00;147,24;2;Venda Direta;Pago
PRG-202604-122;04/04/2026;Tech Soluções Globais;Suporte Técnico Premium;Serviço;2;400,00;120,21;3;E-commerce;Pendente
PRG-202604-123;16/04/2026;Logística Express Brasil;Suporte Técnico Premium;Serviço;1;400,00;117,21;12;Parceiros B2B;Pago
PRG-202604-124;05/04/2026;Varejo Total S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1355,17;12;E-commerce;Pendente
PRG-202604-125;10/04/2026;Banco Inova S.A.;PragmaSecurity Gateway;Software;5;890,00;274,95;6;Venda Direta;Pago
PRG-202604-126;16/04/2026;Construtora Horizonte;Consultoria de Processos TI;Serviço;2;3200,00;1387,50;3;Venda Direta;Cancelado
PRG-202604-127;08/04/2026;Meta Metais;Suporte Técnico Premium;Serviço;1;400,00;128,54;6;Venda Direta;Pago
PRG-202604-128;16/04/2026;Nova Era Digital;Suporte Técnico Premium;Serviço;1;400,00;119,89;1;Venda Direta;Pago
PRG-202604-129;19/04/2026;Construtora Horizonte;PragmaCloud Pro;Software;4;450,00;137,99;6;Venda Direta;Pago
PRG-202604-130;14/04/2026;Tech Soluções Globais;PragmaCloud Pro;Software;4;450,00;158,45;3;E-commerce;Pago
PRG-202604-131;13/04/2026;Varejo Total S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1527,16;6;Parceiros B2B;Pago
PRG-202604-132;03/04/2026;Logística Express Brasil;Consultoria de Processos TI;Serviço;1;3200,00;1469,09;6;Venda Direta;Pago
PRG-202604-133;23/04/2026;Varejo Total S.A.;Suporte Técnico Premium;Serviço;1;400,00;124,66;1;Venda Direta;Pago
PRG-202604-134;02/04/2026;Banco Inova S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1380,59;2;Parceiros B2B;Pago
PRG-202604-135;22/04/2026;Tech Soluções Globais;PragmaAnalytics Enterprise;Software;2;1250,00;366,32;6;Parceiros B2B;Pago
